season,gsis_id,pfr_id,team
2023,00-0036536,NixoTr01,NE
2023,00-0036537,BronJo01,MIA
2023,00-0036543,BrowSp01,CAR
2023,00-0036546,WillTr07,MIA
2023,00-0036552,OjulAz00,NYG
2023,00-0036553,BashCa00,NYG
2023,00-0036555,HubbCh01,CAR
2023,00-0036559,WadeSh00,NE
2023,00-0036569,BrigGa00,NYG
2023,00-0036409,BrooJo01,SEA
2023,00-0036570,WillRo07,TB
2023,00-0036571,StevMa00,CAR
2023,00-0036573,WildRa00,WAS
2023,00-0036576,HoskPh00,ARI
2023,00-0036578,DoakGe00,HOU
2023,00-0036582,McCrNa00,CLE
2023,00-0036586,WadeBa00,CHI
2023,00-0036589,McClNi00,NYG
2023,00-0036614,DaviJa11,WAS
2023,00-0036615,FarlCa00,TEN
2023,00-0036617,SamuAs00,LAC
2023,00-0036620,EskrDW00,SEA
2023,00-0036504,EchoBr00,NYJ
2023,00-0036503,NasiHa00,NYJ
2023,00-0036502,PinnJa01,NYG
2023,00-0036501,CartMi02,NYJ
2023,00-0036413,TaylDa00,SEA
2023,00-0036414,AkerCa00,MIN
2023,00-0036415,JeffVa00,ATL
2023,00-0036416,FultKr00,TEN
2023,00-0036418,BaunZa00,NO
2023,00-0036419,LewiTe00,NO
2023,00-0036421,BurgTe00,WAS
2023,00-0036422,TrauAd00,DEN
2023,00-0036425,DallDe00,SEA
2023,00-0036428,StrnJu00,DEN
2023,00-0036432,JohnCl00,CIN
2023,00-0036438,SullSt00,CAR
2023,00-0036439,ClevTy00,IND
2023,00-0036441,MurrKe00,LAC
2023,00-0036442,BurrJo01,CIN
2023,00-0036450,VaugKe00,NE
2023,00-0036456,DafnDo00,TB
2023,00-0036457,WillTy01,ARI
2023,00-0036465,PatrAa00,DEN
2023,00-0036474,ReyeSa00,JAX
2023,00-0036479,PayeKw00,IND
2023,00-0036480,OdeyDa00,IND
2023,00-0036482,StraMi03,CAR
2023,00-0036493,JackDe02,NYG
2023,00-0036500,SherJa00,NYJ
2023,00-0036625,StJuBe00,WAS
2023,00-0036626,BrowDy00,WAS
2023,00-0036628,BateJo00,WAS
2023,00-0036755,PattJa01,WAS
2023,00-0036780,MerrFo00,DEN
2023,00-0036788,HeflJa00,NO
2023,00-0036802,RhatJo00,SEA
2023,00-0036813,ElliCh00,NE
2023,00-0036842,NwanKe00,MIN
2023,00-0036844,WallGa00,TEN
2023,00-0036845,RochQu00,MIN
2023,00-0036846,NorwTr00,BUF
2023,00-0036850,SampCa00,CIN
2023,00-0036851,ShelTy00,TEN
2023,00-0036853,GillTy00,KC
2023,00-0036854,McPhEv00,CIN
2023,00-0036857,EvanCh02,CIN
2023,00-0036858,CampJa03,CAR
2023,00-0036867,RumpCh00,LAC
2023,00-0036871,HobbNa00,LV
2023,00-0036872,BledJo00,NE
2023,00-0036874,SurtPa01,DEN
2023,00-0036875,StevRh00,NE
2023,00-0036876,GranKy00,IND
2023,00-0036878,RobiJa04,LV
2023,00-0036879,EhliSa00,IND
2023,00-0036881,TufeJa00,CIN
2023,00-0036882,CoxxJa00,WAS
2023,00-0036883,TogiTo00,ATL
2023,00-0036767,FaolAu00,SEA
2023,00-0036752,ParkAJ00,CAR
2023,00-0036629,BynuCa00,MIN
2023,00-0036724,McCaMa02,CAR
2023,00-0036632,KainJo00,KC
2023,00-0036633,SterCa00,DEN
2023,00-0036635,SmitIh00,CAR
2023,00-0036638,ForrDa00,WAS
2023,00-0036644,McGrCa00,IND
2023,00-0036645,JeanSh00,NO
2023,00-0036646,FehoSi00,LAC
2023,00-0036648,NiemNi00,LAC
2023,00-0036649,BohaQu00,TEN
2023,00-0036650,RounLa00,HOU
2023,00-0036651,TwymJa00,MIA
2023,00-0036654,FeltDe00,CIN
2023,00-0036657,WillSe00,JAX
2023,00-0036664,BradWi00,NE
2023,00-0036665,WebbMa01,LAC
2023,00-0036666,ToneSh00,WAS
2023,00-0036667,WilcCh00,LAC
2023,00-0036668,SpenMa00,NYJ
2023,00-0036671,MilnDa00,WAS
2023,00-0036672,StuaGr00,IND
2023,00-0036688,ThomKi00,GB
2023,00-0036689,WilsMa05,PHI
2023,00-0036695,JoneNa01,ARI
2023,00-0036704,JohnCa04,JAX
2023,00-0036716,OgboAm00,LAC
2023,00-0036410,HiggTe00,CIN
2023,00-0036407,JeudJe00,DEN
2023,00-0035718,WillQu00,NYJ
2023,00-0036226,EasoJa00,NYG
2023,00-0036159,UcheJo00,NE
2023,00-0036165,HodgIs00,NYG
2023,00-0036167,CrowTa00,TEN
2023,00-0036182,WestNi00,TEN
2023,00-0036183,WilkKr00,LV
2023,00-0036193,JennAn00,NE
2023,00-0036194,AsiaDe00,TEN
2023,00-0036197,FromJa00,WAS
2023,00-0036203,JoneKe03,CIN
2023,00-0036219,CallMa01,NO
2023,00-0036220,BrowDe05,CAR
2023,00-0036223,TaylJo02,IND
2023,00-0036228,PatmDe00,CAR
2023,00-0036403,ToohCa00,WAS
2023,00-0036231,DuggKy00,NE
2023,00-0036235,QuarSh00,JAX
2023,00-0036238,PeniJo00,NO
2023,00-0036241,HallBr02,NYJ
2023,00-0036244,ParkCo02,SEA
2023,00-0036251,MossZa00,IND
2023,00-0036252,PittMi01,IND
2023,00-0036253,BlacJu01,IND
2023,00-0036254,JohnCo01,CHI
2023,00-0036262,HamiDa02,JAX
2023,00-0036268,ShenLa00,CAR
2023,00-0036274,OkudJe00,ATL
2023,00-0036152,JackLa02,CAR
2023,00-0036149,GuidJa01,NYJ
2023,00-0036100,ZubeIs00,LV
2023,00-0036090,HarrDe10,WAS
2023,00-0035726,JohnJa12,LV
2023,00-0035763,RoacMa01,NO
2023,00-0035783,HallTy01,LV
2023,00-0035806,HastJa02,NE
2023,00-0035808,MaydJa01,BUF
2023,00-0035816,LaloNi00,NO
2023,00-0035822,CostDo00,LV
2023,00-0035823,ElleBe00,MIN
2023,00-0035831,RobiJa00,NO
2023,00-0035844,MerrKi00,NO
2023,00-0035860,JoneTo04,ARI
2023,00-0035862,BassEs01,LAC
2023,00-0035864,HintKe00,DEN
2023,00-0035895,BachJo01,CIN
2023,00-0035924,WardJo00,TEN
2023,00-0035950,HartMy00,SF
2023,00-0035961,BarnKr00,ARI
2023,00-0035962,BlacHe00,IND
2023,00-0035984,LyncBl00,LAC
2023,00-0036007,WillRa03,CAR
2023,00-0036040,JohnJu02,NO
2023,00-0036043,WhitJa05,WAS
2023,00-0036050,PotoBe00,WAS
2023,00-0036077,HughJu00,ARI
2023,00-0036084,HarpMa00,PIT
2023,00-0036278,HuntJa01,IND
2023,00-0036281,HendCJ00,CAR
2023,00-0036283,RobiKe02,PIT
2023,00-0036343,HudsKh00,WAS
2023,00-0036348,MeteJo00,MIN
2023,00-0036349,CurlKa00,WAS
2023,00-0036351,SmitJa08,WAS
2023,00-0036352,DaviCa03,ATL
2023,00-0036355,HerbJu00,LAC
2023,00-0036356,SimmIs00,NYG
2023,00-0036364,BowdLy00,NO
2023,00-0036368,MuseTa00,LAC
2023,00-0036370,KellJo01,LAC
2023,00-0036371,FotuLe00,ARI
2023,00-0036375,RobeAm00,LV
2023,00-0036377,ReedJo03,CHI
2023,00-0036379,AnaeBr00,NYJ
2023,00-0036380,GilmAl00,LAC
2023,00-0036383,BenjEn00,NO
2023,00-0036384,DiNuBe00,DEN
2023,00-0036385,KeyeTh00,CLE
2023,00-0036387,ReagJa00,NE
2023,00-0036388,McKiXa00,NYG
2023,00-0036393,TaylDa01,ARI
2023,00-0036394,HolmDa01,NYG
2023,00-0036395,WallKV00,TEN
2023,00-0036398,HighJo00,LAC
2023,00-0036400,BrowCa01,NYG
2023,00-0036402,CougCa00,NYG
2023,00-0036345,OsboKJ00,MIN
2023,00-0036341,KareKh00,CHI
2023,00-0036285,TerrAJ00,ATL
2023,00-0036338,DyexTr00,MIN
2023,00-0036286,ChaiKL00,JAX
2023,00-0036288,GrosYe00,CAR
2023,00-0036289,BlacRo00,TEN
2023,00-0036290,KmetCo00,CHI
2023,00-0036291,DaviMa01,TEN
2023,00-0036292,JohnJa13,CHI
2023,00-0036293,ChinJe00,CAR
2023,00-0036294,WilsLo00,CIN
2023,00-0036296,ZuniJa00,NO
2023,00-0036298,DaviAk01,CIN
2023,00-0036302,HawkJa00,LAC
2023,00-0036305,GipsTr00,TEN
2023,00-0036306,ThomDa07,JAX
2023,00-0036308,CoulIs00,BUF
2023,00-0036309,MoonDa00,CHI
2023,00-0036312,LutoJa00,CAR
2023,00-0036314,BailMa01,CIN
2023,00-0036315,ThomSt00,NYG
2023,00-0036316,ClayCh02,JAX
2023,00-0036322,JeffJu00,MIN
2023,00-0036328,GibsAn00,WAS
2023,00-0036329,DaviAs00,NYJ
2023,00-0036330,DantCa00,NO
2023,00-0036335,WonnDJ00,MIN
2023,00-0036337,LyncJa00,MIN
2024,00-0033460,RossJo00,PHI
2024,00-0033463,LawsCa00,DAL
2021,00-0023534,ColqDu20,CLE
2024,00-0037665,WillSa00,DAL
2024,00-0037585,HornTi00,NYG
2024,00-0037587,LandNa01,ATL
2024,00-0037593,AverTr01,SF
2024,00-0037594,ChesJu00,TEN
2024,00-0037596,GibbJa00,TEN
2024,00-0037602,OkuaSa00,SF
2024,00-0037611,ThibKa00,NYG
2024,00-0037616,CrosNi00,IND
2024,00-0037621,AndeRy01,NO
2024,00-0037660,EmilPr00,ATL
2024,00-0037663,JohnJe07,NYJ
2024,00-0037664,PierAl00,IND
2024,00-0037666,TolbJa00,DAL
2024,00-0037811,MumaCh00,JAX
2024,00-0037740,WilsGa00,NYJ
2024,00-0037742,BurkTr00,TEN
2024,00-0037743,HillDa04,CIN
2024,00-0037744,McBrTr01,ARI
2024,00-0037745,JoneVe00,CAR
2024,00-0037753,TaylCa01,CIN
2024,00-0037755,WoodJe01,IND
2024,00-0037758,FlotCo00,NYG
2024,00-0037804,CartZa00,LV
2024,00-0037805,RuckJe00,NYJ
2024,00-0037808,MaloDe00,ATL
2024,00-0037809,OkonCh00,TEN
2024,00-0037563,DaviMa02,DAL
2024,00-0037561,BellMa01,DAL
2024,00-0037560,WootCh00,CAR
2024,00-0037545,ShahRa00,NO
2024,00-0037330,LukeJe00,ARI
2024,00-0037331,HorvZa00,MIA
2024,00-0037332,BellDA03,CLE
2024,00-0037353,KohoKa00,MIA
2024,00-0037354,McKiVe00,ARI
2024,00-0037355,SandBr00,NE
2024,00-0037356,StilBe00,ARI
2024,00-0037377,ThomTr01,PIT
2024,00-0037392,DenbTr00,IND
2024,00-0037393,DomaJo00,TEN
2024,00-0037420,LassKw20,CIN
2024,00-0037429,BlacRa00,CAR
2024,00-0037447,FoxxTo00,NYG
2024,00-0037468,LaynRa00,NYG
2024,00-0037481,FatuOl00,LA
2024,00-0037487,ThomDe07,CAR
2024,00-0037493,BrowMi02,TEN
2024,00-0037503,ButlDa00,LV
2024,00-0037512,PolaIs00,LV
2024,00-0037516,WebbSa00,LV
2024,00-0037517,MastLu00,LV
2024,00-0037524,MartTa00,TEN
2024,00-0037525,MasoJo00,SF
2024,00-0037527,OlubSe00,IND
2024,00-0037544,SeweNe00,NO
2024,00-0037810,AndeTr00,ATL
2024,00-0037813,TindCh00,MIA
2024,00-0033466,McKeIs00,MIA
2024,00-0038396,GrayEr01,NYG
2024,00-0038130,BootAn00,DAL
2024,00-0038132,CorrMa00,MIN
2024,00-0038133,MafeBo00,SEA
2024,00-0038134,WalkKe00,SEA
2024,00-0038135,BrisJa01,CHI
2024,00-0038136,BryaCo01,SEA
2024,00-0038147,BaldDa01,ARI
2024,00-0038381,BluxKy00,LV
2024,00-0038389,AbanIs00,SF
2024,00-0038390,SeweNo00,CHI
2024,00-0038394,MallWi00,IND
2024,00-0038395,SmitTe05,CHI
2024,00-0038397,HullEv00,IND
2024,00-0037815,ThomCa03,CLE
2024,00-0038399,BarnZa00,NYJ
2024,00-0038401,BernJa01,NYJ
2024,00-0038402,CarlAn00,NYJ
2024,00-0038403,HawkTr00,NYG
2024,00-0038404,LeoxTi00,NE
2024,00-0038406,KuntZa00,NYJ
2024,00-0038407,JoneJa13,IND
2024,00-0038416,BageTy00,CHI
2024,00-0038423,HarrJa04,WAS
2024,00-0038476,DeViTo00,NYG
2024,00-0038488,RussBr00,SEA
2024,00-0038493,CherCl00,CAR
2024,00-0038125,McCrRo01,TEN
2024,00-0038123,BeltDa00,NYG
2024,00-0038122,RiddDe00,LV
2024,00-0038121,TaylAl01,NO
2024,00-0037826,JackDr01,SF
2024,00-0037830,WomaSa00,IND
2024,00-0037832,DaviKa01,SF
2024,00-0037834,PurdBr00,SF
2024,00-0037843,HardDa01,CHI
2024,00-0037984,WillDa15,SEA
2024,00-0038039,JoneJa10,LV
2024,00-0038040,WhitZa01,LV
2024,00-0038041,FergJa00,DAL
2024,00-0038045,SpilIs00,LV
2024,00-0038091,WoodJT00,CHI
2024,00-0038092,EzukEr00,MIA
2024,00-0038093,FarrNe00,MIA
2024,00-0038097,YorkCa00,CIN
2024,00-0038098,StroPi00,CLE
2024,00-0038099,MathPh00,NYJ
2024,00-0038101,EvanAk00,CAR
2024,00-0038107,ClemMi03,NYJ
2024,00-0038108,ZappBa00,CLE
2024,00-0038111,GordKy00,CHI
2024,00-0038113,SmitBr08,LV
2024,00-0038115,BellDa00,NYG
2024,00-0038116,EbikAr00,ATL
2024,00-0038117,RobiWa01,NYG
2024,00-0038120,HallBr03,NYJ
2024,00-0037329,BrowBr06,SEA
2024,00-0037327,ThomSk00,MIA
2024,00-0037325,BarnKa00,PIT
2024,00-0036982,GolsCh00,DAL
2024,00-0036955,MarsTe00,LV
2024,00-0036956,HallDa03,ARI
2024,00-0036961,GranRi00,ATL
2024,00-0036962,MoehTr00,LV
2024,00-0036970,PittKy00,ATL
2024,00-0036971,LawrTr00,JAX
2024,00-0036972,JoneMa05,JAX
2024,00-0036973,EtieTr00,JAX
2024,00-0036974,CampTy01,JAX
2024,00-0036978,PerkRo00,ARI
2024,00-0036980,MoorEl00,CLE
2024,00-0036981,BarmCh00,NE
2024,00-0036984,SermTr00,IND
2024,00-0037323,ThomRo07,IND
2024,00-0036989,KoonMa00,LV
2024,00-0036990,DeabDi00,LV
2024,00-0036994,JoneEr01,SEA
2024,00-0036995,BrowBa01,ARI
2024,00-0036996,NewsGr00,CLE
2024,00-0036998,HollJe02,MIA
2024,00-0036999,SchwAn00,MIA
2024,00-0037000,RiceMo00,NE
2024,00-0037003,SurrCh00,NYJ
2024,00-0037005,TremTo00,CAR
2024,00-0037011,McKiTr00,CLE
2024,00-0037012,LancTr00,DAL
2024,00-0036950,WillAv02,ATL
2024,00-0036949,OgunAd01,PIT
2024,00-0036948,GrahTa00,ATL
2024,00-0036944,HornJa00,CAR
2024,00-0036897,GowaTa00,TEN
2024,00-0036899,RobiAa00,NYG
2024,00-0036900,ChasJa00,CIN
2024,00-0036902,OssaJo00,CIN
2024,00-0036906,HerbKh00,CIN
2024,00-0036908,GrahTh00,PIT
2024,00-0036909,TongKh00,ARI
2024,00-0036913,ToneKa00,CLE
2024,00-0036915,OwusJe00,CLE
2024,00-0036917,McPhZe00,JAX
2024,00-0036918,HarrJa03,PHI
2024,00-0036921,JackTa02,SF
2024,00-0036922,JohnPa02,NYG
2024,00-0036924,CartMi03,ARI
2024,00-0036926,TurnPa02,NO
2024,00-0036927,WernPe00,NO
2024,00-0036932,ParsMi00,DAL
2024,00-0036933,CollZa00,ARI
2024,00-0036934,PhilJa02,MIA
2024,00-0036935,JoseKe02,MIN
2024,00-0036936,MoorRo02,ATL
2024,00-0036937,AdebPa00,NO
2024,00-0036939,BakeKa00,NE
2024,00-0036941,CiscAn00,JAX
2024,00-0036942,OdigOs00,DAL
2024,00-0037043,BarnAm00,CAR
2024,00-0037051,GarcEl00,NYG
2024,00-0037055,McCuLa01,PIT
2024,00-0037250,EmerMa00,CLE
2024,00-0037252,DulcGr00,NYG
2024,00-0037253,JoneMa06,NE
2024,00-0037257,BellDa02,CLE
2024,00-0037259,McFaMi01,NYG
2024,00-0037260,DaviDJ00,NYG
2024,00-0037263,AllgTy00,ATL
2024,00-0037265,ConnSn00,DAL
2024,00-0037267,FordJe00,CLE
2024,00-0037269,JohnEr01,NE
2024,00-0037271,JackDM00,NO
2024,00-0037275,BlanDa00,DAL
2024,00-0037280,ButlMa02,LV
2024,00-0037281,ClarDa02,DAL
2024,00-0037283,RidgJo00,NO
2024,00-0037285,BeavDa00,NYG
2024,00-0037286,HarrKe01,NE
2024,00-0037292,OgleAn00,IND
2024,00-0037298,RobeSa00,CAR
2024,00-0037310,HousJa01,CLE
2024,00-0037312,CampCh02,TEN
2024,00-0037313,BrowMo00,JAX
2024,00-0037314,ThomIs01,CIN
2024,00-0037315,GoodCa00,MIA
2024,00-0037319,HickFa00,SEA
2024,00-0037321,LucaCh01,SF
2024,00-0037251,WrigAl01,CLE
2024,00-0037244,LloyDe00,JAX
2024,00-0037077,HoweSa00,SEA
2024,00-0037239,OlavCh00,NO
2024,00-0037079,WoolTa00,SEA
2024,00-0037082,RobiDo00,CHI
2024,00-0037084,JohnKy02,TEN
2024,00-0037093,YounDa02,SEA
2024,00-0037094,FordJo00,CHI
2024,00-0037095,HolmCh00,NYG
2024,00-0037096,HickEl00,CHI
2024,00-0037098,TourSa00,CHI
2024,00-0037106,JoneJa12,CHI
2024,00-0037109,SanbJa00,CHI
2024,00-0037112,TongJa00,SF
2024,00-0037129,BlacJo00,CHI
2024,00-0037137,JobeJo00,SEA
2024,00-0037141,BlouJo00,ARI
2024,00-0037153,JoneVi00,ARI
2024,00-0037155,AdamTo03,NYJ
2024,00-0037157,KnigZo00,NYJ
2024,00-0037181,NichRa00,BAL
2024,00-0037184,RossJo01,SEA
2024,00-0037185,WebbRa02,TB
2024,00-0037190,GardSa00,NYJ
2024,00-0037205,SchoBr00,NE
2024,00-0037222,ThomAJ00,NE
2024,00-0037235,WalkTr03,JAX
2024,00-0037238,LondDr00,ATL
2024,00-0038496,GipsXa00,NYJ
2024,00-0038506,RileJo00,NYG
2024,00-0038523,HailKa00,CLE
2024,00-0039403,AbraMi00,CIN
2024,00-0039386,MeanBu00,NO
2024,00-0039387,CarsCa01,DAL
2024,00-0039388,FordJa02,NO
2024,00-0039390,DialMa00,NE
2024,00-0039392,JackJh00,TEN
2024,00-0039393,McClJa05,ATL
2024,00-0039394,WashCa01,ATL
2024,00-0039397,PalmTe00,ARI
2024,00-0039398,MiltJo00,NE
2024,00-0039399,McLaTa00,CIN
2024,00-0039401,BoydKh00,NO
2024,00-0039402,CrumJa00,CAR
2024,00-0039406,WatsNa00,CLE
2024,00-0039165,CharZa00,SEA
2024,00-0039407,LaubDy00,LV
2024,00-0039409,LittCa00,JAX
2024,00-0039410,FlouRy00,DAL
2024,00-0039413,TaylTr03,LV
2024,00-0039414,AnthDa00,CIN
2024,00-0039416,DaviJa09,ARI
2024,00-0039417,HardMy00,CLE
2024,00-0039418,DevoMJ00,LV
2024,00-0039420,BellJa00,NE
2024,00-0039423,LaulJo00,LV
2024,00-0039425,ColeMy00,JAX
2024,00-0039430,WillJa15,TEN
2024,00-0039385,RobiKe03,JAX
2024,00-0039384,TracTy00,NYG
2024,00-0039383,SimpJa00,NYJ
2024,00-0039380,SmitCh05,CAR
2024,00-0039309,MurpBy01,SEA
2024,00-0039337,NabeMa00,NYG
2024,00-0039338,BoweBr01,LV
2024,00-0039340,LatuLa00,IND
2024,00-0039342,LegeXa00,CAR
2024,00-0039344,BrooJo02,CAR
2024,00-0039345,GreeRe00,SF
2024,00-0039347,WallTr00,CAR
2024,00-0039352,LiufMa00,DAL
2024,00-0039353,JoneJa14,JAX
2024,00-0039354,JackMc00,CIN
2024,00-0039356,SandJa01,CAR
2024,00-0039357,RichDe01,LV
2024,00-0039360,MustMa00,SF
2024,00-0039363,GuerIs00,SF
2024,00-0039365,CowiJa00,SF
2024,00-0039367,ThomXa01,ARI
2024,00-0039370,BertJD00,ATL
2024,00-0039372,BrowJa09,TEN
2024,00-0039374,EichTo00,LV
2024,00-0039375,NewtJo00,CIN
2024,00-0039376,RattSp00,NO
2024,00-0039377,CarlJa01,IND
2024,00-0039378,PrinDe01,JAX
2024,00-0039379,ThraJa01,CLE
2024,00-0039431,BrigJo00,CLE
2024,00-0039432,RogeJu01,DAL
2024,00-0039433,HarrMa08,NE
2024,00-0039853,BakeJa00,NE
2024,00-0039856,JackKh00,MIN
2024,00-0039858,GrayCe00,TEN
2024,00-0039859,DorlBr00,ATL
2024,00-0039860,McKiKo00,NO
2024,00-0039861,NubiTy00,NYG
2024,00-0039864,TaylDa02,ARI
2024,00-0039874,WrigJa04,MIA
2024,00-0039877,KamaMo00,MIA
2024,00-0039880,WashMa00,MIA
2024,00-0039881,McMoPa00,MIA
2024,00-0039884,WashTa00,MIA
2024,00-0039886,SweaTV01,TEN
2024,00-0039889,SmitMa07,JAX
2024,00-0039890,MitcAd00,IND
2024,00-0039893,ThomBr06,JAX
2024,00-0039895,HallMi00,CLE
2024,00-0039900,KneeMa00,DAL
2024,00-0039907,PolkJa00,NE
2024,00-0039908,JenkKr01,CIN
2024,00-0039911,RobiCh00,MIA
2024,00-0039916,PearRi00,SF
2024,00-0039917,PeniMi00,ATL
2024,00-0039918,WillCa03,CHI
2024,00-0039919,OdunRo00,CHI
2024,00-0039920,CorlMa00,NYJ
2024,00-0039854,RobiDa01,ARI
2024,00-0039851,MayeDr00,NE
2024,00-0039435,BethTa00,SF
2024,00-0039849,HarrMa09,ARI
2024,00-0039436,HarrJa05,TEN
2024,00-0039733,OrhoRu00,ATL
2024,00-0039737,ReimTi00,ARI
2024,00-0039743,JeffJo01,JAX
2024,00-0039745,TaylTo01,CHI
2024,00-0039752,JohnCe01,CIN
2024,00-0039789,StigQw00,NYJ
2024,00-0039793,BarnAJ00,SEA
2024,00-0039794,AlleBr05,NYJ
2024,00-0039795,PritNe00,SEA
2024,00-0039797,TravJo00,NYJ
2024,00-0039798,DaviIs00,NYJ
2024,00-0039800,JameDJ00,NE
2024,00-0039802,KeyxJa00,CIN
2024,00-0039807,MeltMa00,ARI
2024,00-0039810,BurtJe01,CIN
2024,00-0039814,AllxEr00,CIN
2024,00-0039815,KnigTy00,SEA
2024,00-0039816,GoulAn00,IND
2024,00-0039821,PhilAn02,NYG
2024,00-0039823,JoneEl00,ARI
2024,00-0039829,MuasDa00,NYG
2024,00-0039837,TricBr00,ATL
2024,00-0039840,BookAu00,CHI
2024,00-0039847,JohnTh00,NYG
2024,00-0039169,WithDe00,SEA
2024,00-0039164,RichAn03,IND
2024,00-0038541,WilsTy01,LV
2024,00-0038625,WintDe00,SF
2024,00-0038597,BrowCh10,CIN
2024,00-0038598,HallJa00,SEA
2024,00-0038600,PappOw00,ARI
2024,00-0038603,BealRo00,SF
2024,00-0038606,WashPa01,JAX
2024,00-0038608,BoutKa00,NE
2024,00-0038613,ReedJe00,SEA
2024,00-0038616,BrasCh00,JAX
2024,00-0038617,BurnAm00,LV
2024,00-0038619,IosiAn00,CIN
2024,00-0038621,DougDe00,NE
2024,00-0038622,VaugDe00,DAL
2024,00-0038628,HellDe00,ATL
2024,00-0039156,BrenJu00,IND
2024,00-0038632,DoweCo00,TEN
2024,00-0038634,JadeNe00,SF
2024,00-0038636,McInKe00,SEA
2024,00-0038637,DuggMa00,LAC
2024,00-0038640,BrooJa03,DAL
2024,00-0038641,BoldIs00,NE
2024,00-0038642,IveyDJ00,CIN
2024,00-0038643,WillBr06,SF
2024,00-0038646,AustAl00,NE
2024,00-0038647,BellRo01,SF
2024,00-0038648,GrahJa02,SF
2024,00-0038653,DurdCo00,NYG
2024,00-0038594,LuteDa00,SF
2024,00-0038590,ShorJu00,LV
2024,00-0038589,WhylJo01,TEN
2024,00-0038588,HowdJo00,NO
2024,00-0038542,RobiBi01,ATL
2024,00-0038543,SmitJa06,SEA
2024,00-0038545,SmitMa06,DAL
2024,00-0038546,MurpMy00,CIN
2024,00-0038547,SchoLu00,DAL
2024,00-0038549,TurnDJ01,CIN
2024,00-0038551,MillKe01,NO
2024,00-0038554,BrowJi01,SF
2024,00-0038555,BigsTa00,JAX
2024,00-0038556,OverDe00,DAL
2024,00-0038559,WilsMi02,ARI
2024,00-0038560,BattJo00,CIN
2024,00-0038562,MoodJa00,SF
2024,00-0038563,TuckTr00,LV
2024,00-0038567,RylaCh00,ARI
2024,00-0038568,PhilCl00,ATL
2024,00-0038570,MillVe00,JAX
2024,00-0038574,McGuIs00,CLE
2024,00-0038576,JoneCh11,CIN
2024,00-0038579,OConAi00,LV
2024,00-0038580,AbduYa00,JAX
2024,00-0038582,TuneCl00,ARI
2024,00-0038583,ThomDo02,CLE
2024,00-0038585,MitcCa01,CLE
2024,00-0038587,RobiJa03,ARI
2024,00-0038655,GilmSt01,DET
2024,00-0038656,IbraMo00,MIN
2024,00-0038663,ThomSt01,ARI
2024,00-0038980,HarrZa00,ATL
2024,00-0038995,BresBr00,NO
2024,00-0038997,DownJo00,IND
2024,00-0038998,HaenJa00,NO
2024,00-0039000,BankDe00,NYG
2024,00-0039007,WillGa00,ARI
2024,00-0039021,JohnRo07,CHI
2024,00-0039031,AdebAd00,IND
2024,00-0039032,SpeaTy00,TEN
2024,00-0039040,AchaDe00,MIA
2024,00-0039041,HiggEl00,ARI
2024,00-0039046,McBrDe00,MIN
2024,00-0039054,MapuMa00,NE
2024,00-0039062,MingJo00,DAL
2024,00-0039066,MayeMi00,LV
2024,00-0039070,DextGe00,CHI
2024,00-0039071,StevTy01,CHI
2024,00-0039072,BennJa00,LV
2024,00-0039133,SmitCa02,MIA
2024,00-0039136,EvanZa00,NYJ
2024,00-0039142,McDoWi00,NYJ
2024,00-0039143,FoskIs00,NO
2024,00-0039147,GonzCh00,NE
2024,00-0039150,YounBr01,CAR
2024,00-0039152,LeviWi00,TEN
2024,00-0039155,OjulBJ00,ARI
2024,00-0038984,ClarKe02,ARI
2024,00-0038979,TillCe01,CLE
2024,00-0038674,WilsDi00,NYG
2024,00-0038969,JackKe02,NYG
2024,00-0038678,MimsJo00,NO
2024,00-0038694,PiliBr00,SEA
2024,00-0038705,DemeEm00,ARI
2024,00-0038711,DiabMo00,CLE
2024,00-0038715,HickRo00,CLE
2024,00-0038719,ThomCh02,CLE
2024,00-0038720,HillJu02,MIA
2024,00-0038737,LandIs00,IND
2024,00-0038738,LuepHu00,DAL
2024,00-0038742,WheaTy02,DAL
2024,00-0038752,BoboJa00,SEA
2024,00-0038791,IncoTh00,CAR
2024,00-0038845,JackMa04,JAX
2024,00-0038850,McLeTK00,TEN
2024,00-0038853,ReesOt00,TEN
2024,00-0038862,DotsEl00,ATL
2024,00-0038891,JackSh01,LV
2024,00-0038910,ThomSa00,LA
2024,00-0038922,ThomDr00,SEA
2024,00-0038935,StraBr00,JAX
2024,00-0038937,PickZa00,CHI
2024,00-0038938,HyatJa00,NYG
2024,00-0038941,ScotTy00,CHI
2024,00-0038953,DrumDy00,ATL
2024,00-0038961,GarrEr00,SEA
2024,00-0036896,DimuVi00,ARI
2024,00-0036895,SmitEl00,CLE
2024,00-0036887,FarrLu00,JAX
2024,00-0034987,SpeeEJ00,IND
2024,00-0034856,WardDe02,CLE
2024,00-0034860,PettDa00,NO
2024,00-0034867,TurnMa00,SF
2024,00-0034941,WishMi00,SF
2024,00-0034960,MeyeJa01,LV
2024,00-0034968,SavaDa00,JAX
2024,00-0034972,MattAl01,LV
2024,00-0034973,CrosMa00,LV
2024,00-0034974,LoveJu00,SEA
2024,00-0034977,RedwSh00,WAS
2024,00-0034981,MoreFo00,NO
2024,00-0034982,GreeDr00,SF
2024,00-0034992,WattAr01,NYG
2024,00-0034746,HursMa00,CLE
2024,00-0034993,EppsMa00,LV
2024,00-0034999,SummTy00,NYG
